index,baseline_scores
593,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.18604651162790697, 'ROUGE-2': 0.04878048780487805, 'ROUGE-L': 0.18604651162790697, 'BLEU': 0.01368411383229843}"
594,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.35000000000000003, 'ROUGE-2': 0.10526315789473685, 'ROUGE-L': 0.35000000000000003, 'BLEU': 0.013951102828635176}"
595,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.25, 'ROUGE-2': 0.10526315789473684, 'ROUGE-L': 0.25, 'BLEU': 0.03189358170698768}"
596,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.16289592760180996, 'ROUGE-2': 0.0365296803652968, 'ROUGE-L': 0.12669683257918554, 'BLEU': 0.008882787387154999}"
597,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2222222222222222, 'ROUGE-2': 0.0320855614973262, 'ROUGE-L': 0.15873015873015872, 'BLEU': 0.012406919142819642}"
598,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.2596153846153846, 'ROUGE-2': 0.029126213592233007, 'ROUGE-L': 0.17307692307692307, 'BLEU': 0.009457813455969749}"
599,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.18032786885245902, 'ROUGE-2': 0.06666666666666667, 'ROUGE-L': 0.18032786885245902, 'BLEU': 0.017865198211454988}"
600,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.3, 'ROUGE-2': 0.061224489795918366, 'ROUGE-L': 0.2, 'BLEU': 0.013418151668877505}"
601,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.192090395480226, 'ROUGE-2': 0.05714285714285714, 'ROUGE-L': 0.14689265536723164, 'BLEU': 0.014058293229759197}"
602,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.20304568527918782, 'ROUGE-2': 0.08205128205128204, 'ROUGE-L': 0.17258883248730963, 'BLEU': 0.012396336646852184}"
603,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.34375, 'ROUGE-2': 0.12903225806451615, 'ROUGE-L': 0.3125, 'BLEU': 0.01721889885544451}"
604,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2075471698113208, 'ROUGE-2': 0.019230769230769232, 'ROUGE-L': 0.1320754716981132, 'BLEU': 0.008031872190956574}"
605,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.19753086419753085, 'ROUGE-2': 0.0759493670886076, 'ROUGE-L': 0.14814814814814814, 'BLEU': 0.02249179365696299}"
606,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2916666666666667, 'ROUGE-2': 0.1276595744680851, 'ROUGE-L': 0.1875, 'BLEU': 0.0863100371098546}"
607,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.17751479289940827, 'ROUGE-2': 0.035928143712574856, 'ROUGE-L': 0.16568047337278108, 'BLEU': 0.01070605351775268}"
608,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.23255813953488375, 'ROUGE-2': 0.09523809523809523, 'ROUGE-L': 0.186046511627907, 'BLEU': 0.01540889376014593}"
609,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.34375, 'ROUGE-2': 0.06451612903225808, 'ROUGE-L': 0.28125, 'BLEU': 0.024925110448531764}"
610,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 1.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.1306532663316583, 'ROUGE-2': 0.050761421319796954, 'ROUGE-L': 0.12060301507537688, 'BLEU': 0.00800191436379269}"
611,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2885572139303483, 'ROUGE-2': 0.04020100502512563, 'ROUGE-L': 0.18905472636815918, 'BLEU': 0.004787048968318443}"
612,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3561643835616438, 'ROUGE-2': 0.16901408450704222, 'ROUGE-L': 0.3013698630136986, 'BLEU': 0.027937019782415327}"
613,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1727272727272727, 'ROUGE-2': 0.0, 'ROUGE-L': 0.11818181818181818, 'BLEU': 0.004511078038993666}"
614,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.07766990291262135, 'ROUGE-2': 0.019801980198019802, 'ROUGE-L': 0.07766990291262135, 'BLEU': 0.010144117624353553}"
615,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.0962566844919786, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07486631016042782, 'BLEU': 0.004015461385454262}"
616,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.17511520737327188, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.12903225806451613, 'BLEU': 0.011347209051927258}"
617,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2682926829268293, 'ROUGE-2': 0.125, 'ROUGE-L': 0.17073170731707318, 'BLEU': 0.07217661658783725}"
618,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23188405797101447, 'ROUGE-2': 0.05970149253731344, 'ROUGE-L': 0.1739130434782609, 'BLEU': 0.008631039457486207}"
619,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1941747572815534, 'ROUGE-2': 0.0392156862745098, 'ROUGE-L': 0.13592233009708737, 'BLEU': 0.009541758144018397}"
620,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.20105820105820105, 'ROUGE-2': 0.0748663101604278, 'ROUGE-L': 0.16931216931216933, 'BLEU': 0.02474417199180205}"
621,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.1875, 'ROUGE-2': 0.02702702702702702, 'ROUGE-L': 0.14285714285714288, 'BLEU': 0.012631851767220629}"
622,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.21649484536082475, 'ROUGE-2': 0.07291666666666666, 'ROUGE-L': 0.15463917525773196, 'BLEU': 0.029354963821854662}"
623,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2127659574468085, 'ROUGE-2': 0.05755395683453238, 'ROUGE-L': 0.1702127659574468, 'BLEU': 0.011983090644488744}"
624,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.12578616352201258, 'ROUGE-2': 0.012738853503184714, 'ROUGE-L': 0.10062893081761005, 'BLEU': 0.006900939866453782}"
625,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 5.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.15873015873015872, 'ROUGE-2': 0.048, 'ROUGE-L': 0.15079365079365079, 'BLEU': 0.016304464854303872}"
626,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.12834224598930483, 'ROUGE-2': 0.021621621621621623, 'ROUGE-L': 0.10695187165775402, 'BLEU': 0.008577155955747222}"
627,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.16289592760180996, 'ROUGE-2': 0.0547945205479452, 'ROUGE-L': 0.12669683257918554, 'BLEU': 0.009846393979017664}"
628,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3428571428571428, 'ROUGE-2': 0.1818181818181818, 'ROUGE-L': 0.3428571428571428, 'BLEU': 0.030660547041604855}"
629,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.17094017094017094, 'ROUGE-2': 0.034782608695652174, 'ROUGE-L': 0.13675213675213677, 'BLEU': 0.013681508230398653}"
630,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1323529411764706, 'ROUGE-2': 0.04477611940298508, 'ROUGE-L': 0.11764705882352942, 'BLEU': 0.012255977339472009}"
631,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.20253164556962028, 'ROUGE-2': 0.038461538461538464, 'ROUGE-L': 0.12658227848101264, 'BLEU': 0.008257207333538722}"
632,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.15384615384615385, 'ROUGE-2': 0.031746031746031744, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.0053832654553374005}"
633,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.14364640883977903, 'ROUGE-2': 0.0446927374301676, 'ROUGE-L': 0.13259668508287292, 'BLEU': 0.007645371402722316}"
634,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.14814814814814817, 'ROUGE-2': 0.012499999999999999, 'ROUGE-L': 0.1111111111111111, 'BLEU': 0.007128115912288914}"
635,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.26666666666666666, 'ROUGE-2': 0.07142857142857142, 'ROUGE-L': 0.19999999999999998, 'BLEU': 0.00798829242840531}"
636,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.34951456310679613, 'ROUGE-2': 0.0198019801980198, 'ROUGE-L': 0.23300970873786409, 'BLEU': 0.010561773539022287}"
637,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.13043478260869565, 'ROUGE-2': 0.021978021978021976, 'ROUGE-L': 0.11956521739130434, 'BLEU': 0.006838131102861877}"
638,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.22950819672131148, 'ROUGE-2': 0.06666666666666667, 'ROUGE-L': 0.1639344262295082, 'BLEU': 0.028876013037108572}"
639,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.20512820512820515, 'ROUGE-2': 0.052631578947368425, 'ROUGE-L': 0.20512820512820515, 'BLEU': 0.017840682090399046}"
640,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.22058823529411767, 'ROUGE-2': 0.029850746268656716, 'ROUGE-L': 0.17647058823529413, 'BLEU': 0.010174010569550121}"
641,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.1391304347826087, 'ROUGE-2': 0.03508771929824562, 'ROUGE-L': 0.13043478260869565, 'BLEU': 0.01238370289144457}"
642,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.27350427350427353, 'ROUGE-2': 0.05217391304347826, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.02267016841287243}"
643,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.26277372262773724, 'ROUGE-2': 0.10370370370370371, 'ROUGE-L': 0.23357664233576642, 'BLEU': 0.016745793354816713}"
644,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.17948717948717952, 'ROUGE-2': 0.06493506493506493, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.024285568806374867}"
645,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.29333333333333333, 'ROUGE-2': 0.0896860986547085, 'ROUGE-L': 0.18666666666666665, 'BLEU': 0.025980769156760165}"
646,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.10837438423645321, 'ROUGE-2': 0.0, 'ROUGE-L': 0.0985221674876847, 'BLEU': 0.003938907474685444}"
647,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.2, 'ROUGE-1': 0.2803738317757009, 'ROUGE-2': 0.09523809523809523, 'ROUGE-L': 0.205607476635514, 'BLEU': 0.04339298277261884}"
648,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.27329192546583847, 'ROUGE-2': 0.07547169811320754, 'ROUGE-L': 0.1739130434782609, 'BLEU': 0.021035230191286492}"
649,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1111111111111111, 'ROUGE-2': 0.022727272727272728, 'ROUGE-L': 0.1111111111111111, 'BLEU': 0.006164037440307641}"
650,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.4303797468354431, 'ROUGE-2': 0.12987012987012986, 'ROUGE-L': 0.3291139240506329, 'BLEU': 0.02509302355302882}"
651,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.27586206896551724, 'ROUGE-2': 0.052631578947368425, 'ROUGE-L': 0.2413793103448276, 'BLEU': 0.01733055043989003}"
652,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.20454545454545456, 'ROUGE-2': 0.06976744186046512, 'ROUGE-L': 0.18181818181818182, 'BLEU': 0.01540889376014593}"
653,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2222222222222222, 'ROUGE-2': 0.07692307692307693, 'ROUGE-L': 0.2222222222222222, 'BLEU': 0.02117853138494786}"
654,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.16589861751152077, 'ROUGE-2': 0.009302325581395349, 'ROUGE-L': 0.12903225806451613, 'BLEU': 0.00448773238133653}"
655,"{'Descriptiveness': 1.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.4088888888888889, 'ROUGE-2': 0.14349775784753363, 'ROUGE-L': 0.24888888888888885, 'BLEU': 0.03928228419313571}"
656,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.4, 'ROUGE-1': 0.26562500000000006, 'ROUGE-2': 0.07086614173228348, 'ROUGE-L': 0.17968749999999997, 'BLEU': 0.05149102835263326}"
657,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.37656903765690375, 'ROUGE-2': 0.07594936708860758, 'ROUGE-L': 0.24267782426778242, 'BLEU': 0.025396543145755415}"
658,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3311258278145696, 'ROUGE-2': 0.06666666666666667, 'ROUGE-L': 0.2582781456953642, 'BLEU': 0.01812909785899855}"
659,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.136986301369863, 'ROUGE-2': 0.027649769585253454, 'ROUGE-L': 0.1187214611872146, 'BLEU': 0.00886728212917756}"
660,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2113821138211382, 'ROUGE-2': 0.06611570247933883, 'ROUGE-L': 0.17886178861788618, 'BLEU': 0.03794492911307913}"
661,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.20253164556962025, 'ROUGE-2': 0.03404255319148936, 'ROUGE-L': 0.1772151898734177, 'BLEU': 0.011637170849596123}"
662,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 1.0, 'Overall_Average': 1.6, 'ROUGE-1': 0.171875, 'ROUGE-2': 0.07936507936507936, 'ROUGE-L': 0.171875, 'BLEU': 0.02431733247673348}"
663,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.4444444444444445, 'ROUGE-2': 0.10126582278481013, 'ROUGE-L': 0.24691358024691357, 'BLEU': 0.04342408934372594}"
664,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 5.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.15217391304347824, 'ROUGE-2': 0.021978021978021976, 'ROUGE-L': 0.13043478260869565, 'BLEU': 0.009009832384684203}"
665,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.3013698630136986, 'ROUGE-2': 0.08450704225352113, 'ROUGE-L': 0.24657534246575344, 'BLEU': 0.02668012496119386}"
666,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.12658227848101267, 'ROUGE-2': 0.05128205128205129, 'ROUGE-L': 0.11392405063291139, 'BLEU': 0.011633855224321778}"
667,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23318385650224213, 'ROUGE-2': 0.03619909502262444, 'ROUGE-L': 0.14349775784753366, 'BLEU': 0.012463475165446167}"
668,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.24000000000000002, 'ROUGE-2': 0.048780487804878044, 'ROUGE-L': 0.19199999999999998, 'BLEU': 0.013646206057629348}"
669,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.11290322580645161, 'ROUGE-2': 0.01639344262295082, 'ROUGE-L': 0.11290322580645161, 'BLEU': 0.009967642740542182}"
670,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.19895287958115185, 'ROUGE-2': 0.06349206349206349, 'ROUGE-L': 0.15706806282722513, 'BLEU': 0.010815293272708842}"
671,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2619047619047619, 'ROUGE-2': 0.0975609756097561, 'ROUGE-L': 0.1904761904761905, 'BLEU': 0.03744850645991757}"
672,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23999999999999996, 'ROUGE-2': 0.0273972602739726, 'ROUGE-L': 0.21333333333333335, 'BLEU': 0.02111008229515979}"
673,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.32673267326732675, 'ROUGE-2': 0.15, 'ROUGE-L': 0.20792079207920794, 'BLEU': 0.033214050635683716}"
674,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.0, 'ROUGE-2': 0.0, 'ROUGE-L': 0, 'BLEU': 0}"
675,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.14189189189189189, 'ROUGE-2': 0.034013605442176874, 'ROUGE-L': 0.13513513513513511, 'BLEU': 0.017123581676426716}"
676,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.0794701986754967, 'ROUGE-2': 0.026845637583892617, 'ROUGE-L': 0.0794701986754967, 'BLEU': 0.006779966053365442}"
677,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.32558139534883723, 'ROUGE-2': 0.07142857142857142, 'ROUGE-L': 0.23255813953488372, 'BLEU': 0.01906379539165817}"
678,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.14778325123152708, 'ROUGE-2': 0.0, 'ROUGE-L': 0.08866995073891626, 'BLEU': 0.0042833451415913775}"
679,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3644067796610169, 'ROUGE-2': 0.1282051282051282, 'ROUGE-L': 0.2627118644067797, 'BLEU': 0.024117712359150365}"
680,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.20606060606060606, 'ROUGE-2': 0.0736196319018405, 'ROUGE-L': 0.1575757575757576, 'BLEU': 0.015022290145078873}"
